Dependency Pair	Co-Occurences
node-sass@webpack	24
babel-plugin-named-asset-import@webpack	24
babel-plugin-named-asset-import@webpack-dev-server	24
babel-jest@eslint-loader	24
svgr/webpack@fs-extra	24
identity-obj-proxy@jest	24
express@semver	24
moment@tslib	24
jest@semver	24
async@fs-extra	24
node-sass@style-loader	24
async@express	24
babel-loader@identity-obj-proxy	24
font-awesome@prop-types	24
axios@less	24
eslint-loader@webpack-manifest-plugin	24
css-loader@redux	24
express@history	24
babel-eslint@sass-loader	24
core-js@node-fetch	24
nedb@redux	24
babel-plugin-named-asset-import@webpack-manifest-plugin	24
redux@style-loader	24
eslint-loader@eslint-plugin-jsx-a11y	24
eslint-loader@eslint-plugin-flowtype	24
async@axios	24
html-webpack-plugin@prop-types	24
babel-loader@semver	24
redux-thunk@webpack	24
babel-loader@typescript	24
identity-obj-proxy@style-loader	24
typescript-eslint/parser@eslint	24
dotenv-expand@postcss-preset-env	24
eslint-loader@jest	24
identity-obj-proxy@webpack	24
identity-obj-proxy@webpack-dev-server	24
webpack@workbox-webpack-plugin	24
express@styled-components	24
bootstrap@bootstrap-icons	24
webpack-manifest-plugin@workbox-webpack-plugin	24
webpack-dev-server@workbox-webpack-plugin	24
babel/core@dotenv-expand	24
types/node@dotenv	24
mini-css-extract-plugin@url-loader	24
babel-plugin-named-asset-import@html-webpack-plugin	24
mui/material@styled-components	24
babel-plugin-named-asset-import@fs-extra	24
history@webpack	24
axios@iconv-lite	24
dotenv@redux-thunk	24
mini-css-extract-plugin@optimize-css-assets-webpack-plugin	24
eslint@terser-webpack-plugin	24
moment@mousetrap	24
fs-extra@rimraf	24
dotenv-expand@sass-loader	24
fontsource/roboto@mui/material	24
fontsource/roboto@mui/icons-material	24
babel/core@babel-jest	24
eslint@semver	24
mdi/font@roboto-fontface	24
dexie@lodash	24
babel/core@resolve	24
resolve@sass-loader	24
antd@uuid	24
antd@prop-types	24
ffmpeg-installer/ffmpeg@fluent-ffmpeg	24
reflect-metadata@tslib	24
bluebird@redux	24
uuid@web-vitals	24
babel-jest@mini-css-extract-plugin	24
html-webpack-plugin@lodash	24
mdi/font@core-js	24
file-loader@optimize-css-assets-webpack-plugin	24
css-loader@identity-obj-proxy	24
http@socket.io	24
fs-extra@workbox-webpack-plugin	24
babel/core@babel-plugin-named-asset-import	24
moment@popper.js	24
classnames@normalize.css	24
file-loader@identity-obj-proxy	24
imagemin@imagemin-pngquant	24
babel-jest@identity-obj-proxy	24
file-loader@typescript	24
highlight.js@redux	24
html-webpack-plugin@node-sass	24
babel/core@postcss-flexbugs-fixes	24
classnames@mobx	23
svgr/webpack@postcss-preset-env	23
axios@md5	23
emotion/styled@fontsource/roboto	23
material-ui/core@regenerator-runtime	23
font-awesome@material-ui	23
jquery@winston	23
babel-plugin-named-asset-import@mini-css-extract-plugin	23
babel-jest@terser-webpack-plugin	23
optimize-css-assets-webpack-plugin@url-loader	23
date-fns@redux	23
svgr/webpack@postcss-flexbugs-fixes	23
request@uuid	23
jest@terser-webpack-plugin	23
material-ui@source-map-support	23
sass-loader@workbox-webpack-plugin	23
babel-plugin-named-asset-import@case-sensitive-paths-webpack-plugin	23
sass-loader@typescript	23
babel/preset-env@webpack	23
babel-plugin-named-asset-import@dotenv-expand	23
babel-plugin-named-asset-import@dotenv	23
style-loader@workbox-webpack-plugin	23
express@ws	23
babel-plugin-named-asset-import@postcss-preset-env	23
postcss-flexbugs-fixes@workbox-webpack-plugin	23
request@semver	23
babel-plugin-named-asset-import@css-loader	23
axios@highlight.js	23
svgr/webpack@postcss-loader	23
lodash@query-string	23
identity-obj-proxy@mini-css-extract-plugin	23
jquery@sweetalert2	23
eslint-plugin-import@resolve	23
debug@semver	23
mini-css-extract-plugin@resolve	23
svgr/webpack@html-webpack-plugin	23
svgr/webpack@terser-webpack-plugin	23
bluebird@fs-extra	23
redux-logger@styled-components	23
svgr/webpack@style-loader	23
svgr/webpack@webpack-dev-server	23
identity-obj-proxy@sass-loader	23
pinia@pinia-plugin-persistedstate	23
css-loader@workbox-webpack-plugin	23
svgr/webpack@mini-css-extract-plugin	23
cors@dotenv	23
framer-motion@styled-components	23
svgr/webpack@file-loader	23
terser-webpack-plugin@webpack-manifest-plugin	23
request@request-progress	23
mkdirp@uuid	23
core-js@marked	23
babel-plugin-named-asset-import@postcss-loader	23
optimize-css-assets-webpack-plugin@postcss-loader	23
request@request-promise-native	23
typescript@webpack-dev-server	23
terser-webpack-plugin@workbox-webpack-plugin	23
babel-plugin-named-asset-import@postcss-flexbugs-fixes	23
babel-preset-es2015@redux	23
camelcase@fs-extra	23
fs-extra@mousetrap	23
framer-motion@uuid	23
eslint-plugin-flowtype@resolve	23
mini-css-extract-plugin@webpack-manifest-plugin	23
jest@postcss-preset-env	23
prop-types@reselect	23
axios@js-cookie	23
babel-plugin-named-asset-import@jest	23
css-loader@node-sass	23
file-loader@workbox-webpack-plugin	23
resolve@terser-webpack-plugin	23
eslint@postcss-preset-env	23
eslint-plugin-jsx-a11y@resolve	23
reduxjs/toolkit@moment	23
babel-eslint@resolve	23
dotenv@identity-obj-proxy	23
babel-plugin-named-asset-import@terser-webpack-plugin	23
case-sensitive-paths-webpack-plugin@workbox-webpack-plugin	23
cross-env@styled-components	23
svgr/webpack@case-sensitive-paths-webpack-plugin	23
postcss-preset-env@resolve	23
babel-jest@postcss-preset-env	23
babel/core@typescript	23
lodash@webpack	23
mini-css-extract-plugin@workbox-webpack-plugin	23
babel-core@url-loader	23
resolve@workbox-webpack-plugin	23
semver@webpack-dev-server	23
babel/core@optimize-css-assets-webpack-plugin	23
axios@qrcode	23
extract-text-webpack-plugin@file-loader	23
babel-plugin-named-asset-import@style-loader	23
babel-plugin-named-asset-import@sass-loader	23
axios@dexie	23
postcss-preset-env@webpack-manifest-plugin	23
postcss-preset-env@workbox-webpack-plugin	23
file-loader@semver	23
ngx-translate/core@ngx-translate/http-loader	23
babel-jest@babel-plugin-named-asset-import	23
dotenv-expand@workbox-webpack-plugin	23
jest@jest-resolve	23
lodash@node-sass	23
lodash@socket.io-client	23
jest@workbox-webpack-plugin	23
babel-plugin-named-asset-import@file-loader	23
bootstrap@prop-types	23
babel/core@identity-obj-proxy	23
dotenv@workbox-webpack-plugin	23
lodash@popper.js	23
classnames@immutable	23
crypto-js@uuid	23
babel-jest@workbox-webpack-plugin	23
postcss-loader@workbox-webpack-plugin	23
fs-extra@optimize-css-assets-webpack-plugin	23
babel-plugin-named-asset-import@resolve	23
lodash@socket.io	23
svgr/webpack@css-loader	23
types/node@uuid	23
semver@terser-webpack-plugin	22
jest-resolve@style-loader	22
ngrx/store@rxjs	22
jest-resolve@mini-css-extract-plugin	22
hammerjs@moment	22
css-loader@postcss-normalize	22
eslint@workbox-webpack-plugin	22
ngrx/store@zone.js	22
eslint@identity-obj-proxy	22
svgr/webpack@sass-loader	22
jest-resolve@sass-loader	22
body-parser@ejs	22
css-loader@jest-resolve	22
body-parser@dotenv	22
types/node@lodash	22
babel-loader@jest-resolve	22
antd@fs-extra	22
firebase@rxjs	22
jest-resolve@webpack	22
axios@fuse.js	22
axios@menubar	22
jest-resolve@postcss-flexbugs-fixes	22
babel-plugin-named-asset-import@eslint	22
jest-resolve@postcss-loader	22
classnames@i18next	22
jest-resolve@postcss-preset-env	22
babel-loader@node-sass	22
history@semver	22
jest-resolve@webpack-dev-server	22
babel-loader@moment	22
jquery@materialize-css	22
babel-plugin-named-asset-import@identity-obj-proxy	22
postcss-flexbugs-fixes@postcss-normalize	22
css-loader@semver	22
fs-extra@yargs	22
svgr/webpack@babel-loader	22
semver@style-loader	22
jest-resolve@terser-webpack-plugin	22
svgr/webpack@dotenv-expand	22
babel-plugin-named-asset-import@jest-resolve	22
optimize-css-assets-webpack-plugin@sass-loader	22
optimize-css-assets-webpack-plugin@terser-webpack-plugin	22
node-fetch@redux	22
svgr/webpack@dotenv	22
jest@typescript	22
jest-resolve@workbox-webpack-plugin	22
cheerio@core-js	22
jest-resolve@webpack-manifest-plugin	22
jest-resolve@resolve	22
bootstrap@node-fetch	22
fs-extra@postcss-normalize	22
case-sensitive-paths-webpack-plugin@identity-obj-proxy	22
babel-loader@chalk	22
mini-css-extract-plugin@semver	22
bootstrap@nedb	22
postcss-normalize@webpack	22
chalk@html-webpack-plugin	22
history@node-sass	22
case-sensitive-paths-webpack-plugin@jest-resolve	22
chart.js@core-js	22
chart.js@rxjs	22
i18next@redux-thunk	22
autoprefixer@axios	22
babel-jest@jest-resolve	22
mini-css-extract-plugin@postcss-normalize	22
moment@reselect	22
babel/core@jest-resolve	22
fs-extra@js-yaml	22
postcss-normalize@terser-webpack-plugin	22
file-loader@jest-resolve	22
postcss-normalize@style-loader	22
camelcase@semver	22
identity-obj-proxy@workbox-webpack-plugin	22
identity-obj-proxy@webpack-manifest-plugin	22
postcss-normalize@postcss-preset-env	22
execa@fs-extra	22
babel/core@svgr/webpack	22
babel-core@babel-eslint	22
identity-obj-proxy@terser-webpack-plugin	22
history@nedb	22
mkdirp@request	22
lodash@menubar	22
case-sensitive-paths-webpack-plugin@postcss-normalize	22
emotion/styled@redux	22
redux-thunk@request	22
postcss-normalize@sass-loader	22
rxjs@source-map-support	22
debug@express	22
codemirror/commands@codemirror/state	22
core-js@popper.js	22
sass-loader@semver	22
identity-obj-proxy@jest-resolve	22
reduxjs/toolkit@antd	22
i18next@styled-components	22
express@zone.js	22
fs@request	22
html-webpack-plugin@webpack-merge	22
identity-obj-proxy@postcss-preset-env	22
dotenv-expand@identity-obj-proxy	22
debug@uuid	22
dayjs@nanoid	22
identity-obj-proxy@postcss-flexbugs-fixes	22
chalk@dotenv	22
dotenv-expand@jest-resolve	22
axios@redux-logger	22
immutable@moment	22
moment@node-fetch	22
identity-obj-proxy@postcss-loader	22
identity-obj-proxy@resolve	22
adm-zip@axios	22
babel-preset-es2015@babel-register	22
core-js@sqlite3	22
fs-extra@identity-obj-proxy	22
reflect-metadata@uuid	22
postcss-loader@postcss-normalize	22
fortawesome/fontawesome-svg-core@history	22
chalk@semver	22
dotenv@jest-resolve	22
postcss-normalize@webpack-dev-server	22
dotenv@mongoose	22
lodash@mousetrap	22
fs-extra@jest-resolve	22
babel/core@postcss-normalize	21
svgr/webpack@resolve	21
jest-watch-typeahead@webpack-dev-server	21
jest-watch-typeahead@webpack-manifest-plugin	21
svgr/webpack@postcss-normalize	21
babel-jest@jest-watch-typeahead	21
lodash@sass-loader	21
jest-watch-typeahead@sass-loader	21
jest@jest-watch-typeahead	21
jest-watch-typeahead@workbox-webpack-plugin	21
jest-watch-typeahead@style-loader	21
svgr/webpack@identity-obj-proxy	21
postcss-preset-env@url-loader	21
svgr/webpack@jest-resolve	21
jest-watch-typeahead@webpack	21
svgr/webpack@jest	21
moment@socket.io-client	21
dotenv-expand@postcss-normalize	21
babel-jest@postcss-normalize	21
jest-watch-typeahead@terser-webpack-plugin	21
dotenv@postcss-normalize	21
marked@moment	21
jest-watch-typeahead@postcss-flexbugs-fixes	21
axios@xml2js	21
babel-eslint@mini-css-extract-plugin	21
material-ui/core@typeface-roboto	21
fortawesome/free-solid-svg-icons@styled-components	21
fortawesome/free-solid-svg-icons@history	21
dotenv@jest-watch-typeahead	21
mui/icons-material@reduxjs/toolkit	21
axios@npm	21
jest-watch-typeahead@postcss-preset-env	21
jest-watch-typeahead@postcss-normalize	21
axios@firebase	21
eslint-loader@resolve	21
reselect@uuid	21
reselect@source-map-support	21
axios@tailwindcss	21
bcryptjs@express	21
cheerio@moment	21
babel-loader@postcss-normalize	21
dotenv-expand@semver	21
request@sqlite3	21
immutable@prop-types	21
systemjs@zone.js	21
file-loader@postcss-normalize	21
classnames@jquery	21
dotenv-expand@jest-watch-typeahead	21
moment@moment-timezone	21
babel-plugin-named-asset-import@jest-watch-typeahead	21
dotenv@optimize-css-assets-webpack-plugin	21
svgr/webpack@semver	21
babel-plugin-named-asset-import@postcss-normalize	21
semver@webpack-manifest-plugin	21
ngx-translate/http-loader@zone.js	21
ngx-translate/http-loader@rxjs	21
axios@compare-versions	21
camelcase@resolve	21
semver@workbox-webpack-plugin	21
types/node@eslint	21
terser-webpack-plugin@url-loader	21
jest-watch-typeahead@postcss-loader	21
dotenv@rxjs	21
fs-extra@popper.js	21
file-loader@jest-watch-typeahead	21
jest-watch-typeahead@resolve	21
svgr/webpack@workbox-webpack-plugin	21
body-parser@core-js	21
svgr/webpack@webpack-manifest-plugin	21
regenerator-runtime@styled-components	21
extract-zip@fs-extra	21
normalize.css@redux	21
element-ui@lodash	21
fuse.js@uuid	21
postcss-loader@semver	21
font-awesome@fs-extra	21
bootstrap@dotenv	21
axios@got	21
fs-extra@jest-watch-typeahead	21
ngrx/effects@ngrx/store	21
case-sensitive-paths-webpack-plugin@jest-watch-typeahead	21
material-ui/icons@uuid	21
popperjs/core@jquery	21
moment@redux-logger	21
dayjs@element-plus	21
svgr/webpack@babel-plugin-named-asset-import	21
babel-loader@jest-watch-typeahead	21
svgr/webpack@babel-jest	21
axios@rimraf	21
axios@js-yaml	21
chalk@webpack-dev-server	21
css-loader@jest-watch-typeahead	21
eslint@optimize-css-assets-webpack-plugin	21
marked@uuid	21
js-yaml@lodash	21
mkdirp@moment	21
cookie-parser@morgan	21
babel-plugin-named-asset-import@semver	21
mobx@styled-components	21
postcss-flexbugs-fixes@semver	21
ng-bootstrap/ng-bootstrap@rxjs	21
autoprefixer@dotenv	21
glob@moment	21
eslint@jest-resolve	21
fortawesome/fontawesome-svg-core@styled-components	21
optimize-css-assets-webpack-plugin@postcss-preset-env	21
lodash@nanoid	21
autoprefixer@core-js	21
axios@reflect-metadata	21
chalk@style-loader	21
express@helmet	21
nedb@uuid	21
extract-text-webpack-plugin@redux	21
lodash@marked	21
babel/core@jest-watch-typeahead	21
case-sensitive-paths-webpack-plugin@semver	21
lodash@material-ui	21
fortawesome/fontawesome-svg-core@redux-thunk	21
animate.css@axios	21
chokidar@lodash	21
jest-watch-typeahead@mini-css-extract-plugin	21
chalk@css-loader	21
postcss-preset-env@semver	21
font-awesome@uuid	21
svgr/webpack@eslint	21
postcss-normalize@webpack-manifest-plugin	21
capacitor/android@capacitor/core	21
font-awesome@request	21
types/styled-components@styled-components	21
postcss-normalize@workbox-webpack-plugin	21
firebase@lodash	21
classnames@semver	21
axios@nanoid	21
jest@postcss-normalize	21
postcss-normalize@resolve	21
camelcase@postcss-loader	20
camelcase@webpack	20
cross-env@dotenv	20
firebase@zone.js	20
camelcase@case-sensitive-paths-webpack-plugin	20
dotenv@postcss-safe-parser	20
camelcase@css-loader	20
babel-loader@camelcase	20
history@material-ui-icons	20
lodash@nedb	20
camelcase@webpack-dev-server	20
camelcase@dotenv-expand	20
eslint@postcss-normalize	20
camelcase@dotenv	20
camelcase@postcss-flexbugs-fixes	20
camelcase@workbox-webpack-plugin	20
lodash@minimist	20
identity-obj-proxy@url-loader	20
camelcase@postcss-normalize	20
camelcase@webpack-manifest-plugin	20
babel-loader@postcss-safe-parser	20
camelcase@postcss-preset-env	20
identity-obj-proxy@postcss-normalize	20
core-js@typescript	20
jquery@mkdirp	20
jest-resolve@jest-watch-typeahead	20
typescript-eslint/parser@dotenv	20
babel-core@redux-thunk	20
camelcase@terser-webpack-plugin	20
camelcase@style-loader	20
css-loader@postcss-safe-parser	20
camelcase@jest	20
imagemin@imagemin-mozjpeg	20
history@style-loader	20
identity-obj-proxy@semver	20
node-fetch@source-map-support	20
moment@reflect-metadata	20
jest-resolve@semver	20
camelcase@mini-css-extract-plugin	20
camelcase@html-webpack-plugin	20
history@object-assign	20
babel-eslint@optimize-css-assets-webpack-plugin	20
history@postcss-loader	20
codemirror@fs-extra	20
jest-resolve@postcss-normalize	20
core-js@lowdb	20
lodash@mobx	20
eslint@jest-watch-typeahead	20
history@socket.io-client	20
menubar@moment	20
camelcase@sass-loader	20
jquery@node-notifier	20
camelcase@file-loader	20
babel-plugin-named-asset-import@camelcase	20
camelcase@jest-watch-typeahead	20
body-parser@redux	20
http@path	20
polished@styled-components	20
babel/core@postcss-safe-parser	20
history@html-webpack-plugin	20
ant-design/icons@lodash	20
material-ui/icons@moment	20
moment@web-vitals	20
optimize-css-assets-webpack-plugin@postcss-safe-parser	20
postcss-flexbugs-fixes@postcss-safe-parser	20
svgr/webpack@jest-watch-typeahead	20
uuid@webpack	20
emotion/styled@dotenv	20
mini-css-extract-plugin@postcss-safe-parser	20
postcss-safe-parser@style-loader	20
optimize-css-assets-webpack-plugin@postcss-flexbugs-fixes	20
moment@typescript	20
mobx@moment	20
cheerio@express	20
fortawesome/fontawesome-free@material-ui/core	20
jest-watch-typeahead@semver	20
babel-core@extract-text-webpack-plugin	20
postcss-loader@postcss-safe-parser	20
postcss-safe-parser@webpack-dev-server	20
postcss-safe-parser@url-loader	20
fs-extra@nanoid	20
chalk@file-loader	20
postcss-safe-parser@terser-webpack-plugin	20
classnames@devtron	20
fs-extra@postcss-safe-parser	20
case-sensitive-paths-webpack-plugin@optimize-css-assets-webpack-plugin	20
rxjs@systemjs	20
postcss-normalize@semver	20
fortawesome/free-solid-svg-icons@redux-thunk	20
case-sensitive-paths-webpack-plugin@postcss-safe-parser	20
antd@dayjs	20
babel-core@babel-preset-env	20
bootstrap@concurrently	20
babel-core@html-webpack-plugin	20
codemirror@marked	20
bluebird@redux-thunk	20
postcss-preset-env@postcss-safe-parser	20
bulma@moment	20
koa@koa-router	20
cors@uuid	20
babel-preset-es2015@babel-preset-stage-0	20
postcss-loader@typescript	20
types/node@styled-components	20
types/node@fs-extra	20
postcss-safe-parser@webpack	20
resolve-url-loader@style-loader	20
express@prop-types	20
babel-jest@semver	20
axios@redux-persist	20
jquery@npm	20
dotenv-expand@postcss-safe-parser	20
resolve-url-loader@sass-loader	20
body-parser@bootstrap	20
jquery@open	20
mui/icons-material@styled-components	20
history@whatwg-fetch	20
file-loader@postcss-safe-parser	20
babel-jest@camelcase	20
moment@normalize.css	20
css-loader@resolve-url-loader	20
identity-obj-proxy@jest-watch-typeahead	20
babel/core@camelcase	20
mantine/core@mantine/hooks	20
dotenv-expand@optimize-css-assets-webpack-plugin	20
immutable@source-map-support	20
history@popper.js	20
ng-bootstrap/ng-bootstrap@zone.js	20
concurrently@typescript	20
express@jsonwebtoken	20
emotion/styled@typescript	20
resolve-url-loader@webpack-dev-server	20
resolve-url-loader@webpack	20
font-awesome@immutable	19
auto-launch@fs-extra	19
babel-core@babel-preset-stage-0	19
mini-css-extract-plugin@pnp-webpack-plugin	19
