Dependency Pair	Co-Occurences
react-dom@react-tooltip	49
fortawesome/vue-fontawesome@vue	49
axios@nedb	48
lodash@vue-electron	48
element-plus@vue-router	48
dayjs@lodash	48
html-webpack-plugin@workbox-webpack-plugin	48
babel-polyfill@react-dom	48
axios@qs	48
auto-launch@electron-store	48
history@react-scripts	48
moment@react-scripts	48
history@redux-logger	48
material-ui/icons@redux	48
history@react-select	48
auto-launch@react-dom	48
menubar@react	48
electron-store@redux-thunk	48
types/react@web-vitals	48
hot-loader/react-dom@react-router	48
wait-on@web-vitals	48
html-webpack-plugin@react-app-polyfill	48
history@react-bootstrap	48
connected-react-router@electron-log	48
react@react-dev-utils	48
prop-types@react-scripts	48
date-fns@react-router-dom	48
vue-electron@vuetify	48
immutable@react-redux	48
html-webpack-plugin@semver	48
electron-debug@jquery	48
material-ui/core@electron-updater	48
vue-router@vuedraggable	48
connected-react-router@electron-debug	48
fortawesome/fontawesome-free@core-js	48
fortawesome/fontawesome-svg-core@vue	48
immutable@redux	48
testing-library/jest-dom@react-redux	48
babel/core@webpack	48
cheerio@react	48
css-loader@postcss-loader	48
nedb@vuex	48
react-dev-utils@react-dom	48
hot-loader/react-dom@devtron	48
react@recharts	47
mui/material@axios	47
autoprefixer@postcss	47
react-dom@recharts	47
material-ui/core@electron-log	47
electron-squirrel-startup@express	47
axios@cors	47
url-loader@webpack	47
electron-devtools-installer@electron-squirrel-startup	47
material-ui@react-redux	47
jquery@vuex	47
electron-log@electron-squirrel-startup	47
testing-library/react@styled-components	47
electron-is-dev@react-icons	47
antd@electron-log	47
lodash@react-hot-loader	47
core-js@express	47
electron-debug@prop-types	47
register-service-worker@vue-router	47
antd@react-scripts	47
electron/remote@electron-log	47
express@node-fetch	47
firebase@react-router-dom	47
dotenv@webpack	47
core-js@react-router-dom	47
emotion/styled@electron-is-dev	47
electron-store@styled-components	47
connected-react-router@electron-updater	47
electron-is-dev@fs-extra	47
source-map-support@styled-components	47
electron-settings@react	47
fortawesome/free-solid-svg-icons@fortawesome/vue-fontawesome	47
electron-store@express	47
fs@path	47
testing-library/jest-dom@styled-components	47
mobx@react-router-dom	47
electron-settings@react-dom	46
ngx-electron@zone.js	46
emotion/react@electron-is-dev	46
menubar@react-dom	46
reflect-metadata@zone.js	46
html-webpack-plugin@optimize-css-assets-webpack-plugin	46
emotion/react@react-redux	46
react-dom@react-modal	46
autoprefixer@react	46
mui/icons-material@electron-updater	46
vueuse/core@vue	46
core-js@redux	46
jquery@redux	46
semver@uuid	46
fortawesome/free-solid-svg-icons@vue	46
material-ui/core@history	46
html-webpack-plugin@identity-obj-proxy	46
history@react-transition-group	46
electron-updater@semver	46
history@react-icons	46
axios@body-parser	46
material-ui/icons@react-scripts	46
types/jest@web-vitals	46
postcss-loader@style-loader	46
electron@electron-reload	46
angular/http@angular/material	46
fortawesome/vue-fontawesome@vue-router	46
core-js@react-redux	46
babel-loader@sass-loader	46
material-ui/icons@material-ui/lab	46
angular/forms@ngx-electron	45
emotion/styled@uuid	45
electron-is-dev@jquery	45
angular/common@reflect-metadata	45
angular/platform-browser@reflect-metadata	45
electron-log@express	45
prop-types@source-map-support	45
autoprefixer@tailwindcss	45
react-redux@react-transition-group	45
ngx-electron@rxjs	45
angular/platform-browser@ngx-electron	45
axios@react-hot-loader	45
fortawesome/fontawesome-svg-core@react-router-dom	45
angular/common@ngx-electron	45
concurrently@web-vitals	45
fortawesome/free-solid-svg-icons@react-router-dom	45
react@winston	45
material-ui/core@axios	45
css-loader@dotenv	45
dotenv@style-loader	45
react@react-modal	45
types/node@web-vitals	45
axios@crypto-js	45
source-map-support@uuid	45
connected-react-router@react-hot-loader	45
electron-store@react-scripts	45
angular/core@ngx-electron	45
angular/platform-browser-dynamic@reflect-metadata	45
dotenv@electron-squirrel-startup	45
angular/platform-browser-dynamic@ngx-electron	45
dayjs@electron-log	45
jquery@react-redux	45
core-js@source-map-support	45
request@vuex	45
dotenv@electron-store	45
angular/compiler@reflect-metadata	45
electron-store@semver	45
autoprefixer@react-dom	45
express@vue-router	45
dotenv@electron	45
devtron@font-awesome	45
react-dom@winston	45
angular/core@reflect-metadata	45
fortawesome/fontawesome-svg-core@vue-router	45
electron-store@request	45
fs-extra@html-webpack-plugin	45
eslint-plugin-react@react	44
express@react-redux	44
testing-library/react@electron	44
html-webpack-plugin@postcss-normalize	44
babel-loader@fs-extra	44
electron/remote@vue	44
vuedraggable@vuex	44
postcss-loader@webpack	44
electron-log@semver	44
bootstrap@redux	44
express@fs-extra	44
electron-store@electron-util	44
ejs@express	44
dotenv@file-loader	44
react-dom@react-tap-event-plugin	44
react-router-dom@webpack	44
angular/animations@bootstrap	44
react@react-tap-event-plugin	44
axios@semver	44
testing-library/user-event@styled-components	44
date-fns@electron-store	44
html-webpack-plugin@jest-resolve	44
fortawesome/free-solid-svg-icons@vue-router	44
express@morgan	44
register-service-worker@vuex	44
electron-log@prop-types	44
axios@typescript	44
core-js@tslib	44
prop-types@react-hot-loader	44
file-loader@postcss-loader	43
angular/animations@hammerjs	43
moment@rxjs	43
angular/platform-browser@jquery	43
electron/remote@fs-extra	43
electron@uuid	43
node-fetch@react-router-dom	43
antd@electron-store	43
dotenv@html-webpack-plugin	43
bootstrap@uuid	43
emotion/react@web-vitals	43
fortawesome/fontawesome-free@bootstrap	43
angular/common@jquery	43
heroicons/react@react	43
marked@vue	43
fs-extra@webpack-dev-server	43
babel-loader@babel-preset-react	43
angular/platform-browser-dynamic@jquery	43
fs@react-dom	43
testing-library/user-event@electron	43
classnames@react-hot-loader	43
react-bootstrap@react-redux	43
electron-squirrel-startup@uuid	43
fs@react	43
electron-squirrel-startup@vue	43
heroicons/react@react-dom	43
electron-squirrel-startup@lodash	43
bootstrap@electron-debug	43
axios@web-vitals	43
angular/material@hammerjs	43
react-icons@react-scripts	43
url-loader@webpack-dev-server	43
testing-library/jest-dom@electron	43
eslint-plugin-react@react-dom	43
react@ws	43
angular/forms@jquery	43
sentry/electron@electron-log	43
babel-loader@dotenv	43
postcss@react	42
angular/router@jquery	42
concurrently@cross-env	42
cookie-parser@express	42
vueuse/core@vue-router	42
bootstrap-vue@vuex	42
concurrently@react-router-dom	42
jest@react	42
babel-loader@postcss-loader	42
dayjs@vuex	42
history@node-fetch	42
ant-design/icons@react-router-dom	42
request@request-promise	42
axios@font-awesome	42
postcss@react-dom	42
angular/compiler@jquery	42
mdi/font@vue	42
react-dom@ws	42
formik@react	42
formik@react-dom	42
angular/core@jquery	42
highlight.js@vuex	42
react-transition-group@redux	42
postcss-loader@webpack-dev-server	42
material-ui@react-tap-event-plugin	42
bluebird@lodash	42
chakra-ui/react@emotion/styled	42
chakra-ui/react@emotion/react	42
emotion/styled@testing-library/jest-dom	42
css-loader@fs-extra	42
electron-log@request	42
electron-devtools-installer@electron-updater	42
emotion/styled@react-redux	42
chart.js@moment	42
html-webpack-plugin@jest-watch-typeahead	42
emotion/react@testing-library/jest-dom	42
jest@react-dom	42
react-redux@regenerator-runtime	42
babel-core@babel-preset-es2015	42
eslint@eslint-plugin-react	42
core-js@reflect-metadata	42
fs-extra@node-fetch	41
emotion/styled@web-vitals	41
mui/material@electron-debug	41
electron-is-dev@express	41
electron-updater@winston	41
material-ui/icons@redux-thunk	41
react@react-helmet	41
electron-devtools-installer@react-router-dom	41
react@rimraf	41
core-js@register-service-worker	41
electron/remote@uuid	41
material-ui/icons@electron-is-dev	41
mkdirp@react	41
electron-debug@react-icons	41
blueprintjs/core@react-dom	41
normalize.css@vue	41
electron-devtools-installer@lodash	41
font-awesome@rxjs	41
angular/compiler@ngx-electron	41
typescript@webpack	41
chakra-ui/react@framer-motion	41
lowdb@vue	41
react-dom@update-electron-app	41
electron-devtools-installer@react-hot-loader	41
angular/router@ngx-electron	41
material-ui/core@source-map-support	41
antd@history	41
axios@node-sass	41
chart.js@vue	41
ant-design-vue@vue	41
dotenv@electron-is-dev	41
emotion/react@react-icons	41
react-dnd@react-dnd-html5-backend	41
fs-extra@style-loader	41
babel-loader@react-router-dom	41
sentry/electron@electron-store	41
babel-loader@electron	41
react-dom@react-helmet	41
dotenv@redux	41
antd@electron-debug	41
blueprintjs/core@react	41
material-ui/core@lodash	41
react@update-electron-app	41
axios@sqlite3	40
testing-library/jest-dom@bootstrap	40
react-dnd@react-dom	40
fortawesome/vue-fontawesome@vuex	40
electron@zone.js	40
react-router-dom@redux-persist	40
emotion/react@testing-library/react	40
angular/animations@ngx-electron	40
react@react-dnd	40
electron-log@i18next	40
react-dom@react-window	40
core-js@electron-debug	40
angular/cdk@hammerjs	40
jquery@zone.js	40
express@redux	40
history@redux-saga	40
eslint@webpack	40
fs-extra@postcss-loader	40
file-loader@fs-extra	40
testing-library/react@bootstrap	40
mui/icons-material@electron-log	40
react@react-window	40
date-fns@electron-updater	40
postcss-flexbugs-fixes@postcss-loader	40
antd@lodash	40
react-router-dom@wait-on	40
core-js@font-awesome	40
electron@react-router	40
react@yup	40
react-dom@redux-actions	40
redux-thunk@reselect	40
bootstrap@request	40
testing-library/user-event@bootstrap	40
react-dom@yup	40
i18next@react-redux	40
history@react-dropzone	40
moment@react-hot-loader	40
ramda@react	40
angular/forms@hammerjs	40
html-webpack-plugin@postcss-safe-parser	40
dotenv@webpack-dev-server	40
react@redux-actions	40
electron-squirrel-startup@react-hot-loader	40
html-webpack-plugin@react-redux	40
emotion/react@electron-squirrel-startup	40
handlebars@jquery	40
graphql@react	40
types/jest@react-router-dom	40
babel-loader@eslint	40
eslint@eslint-plugin-import	40
bulma@vue	40
mobx-react@react-router-dom	40
reduxjs/toolkit@styled-components	40
emotion/styled@testing-library/react	40
material-ui/core@electron-debug	39
css-loader@jest	39
electron@redux-thunk	39
core-js@dayjs	39
angular/forms@electron	39
lodash@node-fetch	39
angular/router@reflect-metadata	39
angular/platform-browser@electron	39
jest@style-loader	39
react@socket.io	39
dotenv@jest	39
fs-extra@jest	39
redux@redux-actions	39
react-dom@zustand	39
jest@webpack	39
electron@vue-router	39
case-sensitive-paths-webpack-plugin@css-loader	39
case-sensitive-paths-webpack-plugin@postcss-loader	39
types/lodash@lodash	39
chokidar@react-dom	39
headlessui/react@react-router-dom	39
dotenv@postcss-loader	39
babel-eslint@react	39
electron-store@prop-types	39
electron/remote@electron-is-dev	39
electron@electron-builder	39
electron-updater@vue-i18n	39
lodash@winston	39
case-sensitive-paths-webpack-plugin@webpack-dev-server	39
react-dom@socket.io	39
reduxjs/toolkit@electron-store	39
graphql@react-dom	39
electron-log@update-electron-app	39
classnames@fs-extra	39
react-redux@redux-actions	39
react@zustand	39
babel-jest@react	39
electron-updater@framer-motion	39
babel-jest@react-dom	39
babel-eslint@react-dom	39
angular/core@electron	39
highlight.js@markdown-it	39
babel-jest@jest	39
sqlite3@vue	39
rxjs@uuid	39
angular/common@electron	39
dotenv@dotenv-expand	39
bootstrap-vue@vue-router	39
fs-extra@react-dev-utils	39
electron-updater@react-i18next	39
electron-reload@jquery	39
ramda@react-dom	39
angular/forms@reflect-metadata	39
angular/platform-browser-dynamic@electron	39
chokidar@react	39
jquery@react-router	39
chart.js@react-chartjs-2	39
popperjs/core@bootstrap	39
core-js@react-router	39
case-sensitive-paths-webpack-plugin@html-webpack-plugin	39
dotenv@uuid	38
cross-env@electron	38
sentry/electron@react	38
angular/platform-browser-dynamic@hammerjs	38
angular/common@hammerjs	38
fortawesome/fontawesome-svg-core@vuex	38
dotenv@react-dev-utils	38
angular/compiler@electron	38
postcss-loader@react-dev-utils	38
react@webpack-manifest-plugin	38
hammerjs@tslib	38
prop-types@uuid	38
angular/platform-browser@hammerjs	38
fs@jquery	38
electron-is-dev@node-sass	38
postcss-flexbugs-fixes@webpack-dev-server	38
axios@normalize.css	38
file-loader@jest	38
jquery@uuid	38
html-webpack-plugin@pnp-webpack-plugin	38
babel/core@webpack-dev-server	38
mui/icons-material@axios	38
react-dom@webpack-manifest-plugin	38
electron/remote@react-router-dom	38
electron/remote@lodash	38
fs-extra@postcss-flexbugs-fixes	38
dotenv@moment	38
body-parser@moment	38
postcss-flexbugs-fixes@style-loader	38
html-webpack-plugin@redux	38
case-sensitive-paths-webpack-plugin@postcss-flexbugs-fixes	38
react-dnd-html5-backend@react-dom	38
electron-squirrel-startup@sqlite3	38
winston@winston-daily-rotate-file	38
case-sensitive-paths-webpack-plugin@style-loader	38
fortawesome/free-solid-svg-icons@vuex	38
jquery@sqlite3	38
chakra-ui/react@react-dom	38
react@react-native	38
jquery@nedb	38
case-sensitive-paths-webpack-plugin@webpack	38
react@react-dnd-html5-backend	38
babel-eslint@babel-loader	38
react-router-dom@sqlite3	38
jest@webpack-dev-server	38
bluebird@react	38
react-i18next@react-redux	38
css-loader@postcss-flexbugs-fixes	38
electron-updater@rxjs	38
angular/router@hammerjs	38
babel-preset-react@redux	38
mkdirp@react-dom	38
emotion/styled@testing-library/user-event	38
chakra-ui/react@react	38
css-loader@eslint	38
webpack@webpack-manifest-plugin	38
react-dev-utils@webpack	38
react-dom@rimraf	38
xterm@xterm-addon-fit	38
highlight.js@lodash	38
emotion/react@testing-library/user-event	38
case-sensitive-paths-webpack-plugin@fs-extra	38
html-webpack-plugin@resolve-url-loader	38
react-dev-utils@webpack-dev-server	38
webpack-dev-server@webpack-manifest-plugin	37
babel-jest@file-loader	37
knex@sqlite3	37
font-awesome@vue	37
material-ui/icons@electron-updater	37
eslint@style-loader	37
material-ui/core@styled-components	37
fs-extra@webpack-manifest-plugin	37
bluebird@react-dom	37
react-bootstrap@redux	37
electron-context-menu@lodash	37
react-router@uuid	37
file-loader@postcss-flexbugs-fixes	37
angular/cdk@angular/http	37
node-sass@react-redux	37
eslint@webpack-dev-server	37
postcss-loader@url-loader	37
types/react-dom@types/react-router-dom	37
babel-loader@jest	37
concurrently@electron	37
